accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement
OP752116	OP752116.1	MPXV_USA_2022_OR0005	2022-07-XX	North America	USA	Oregon		Homo sapiens	2022-11-01	SRR22110856	Gigante et al		Gigante,C.M.,Cogswell,K.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Grenz,L.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997819572129060	43	610	0	good	good	good	good	good		FALSE
OP752115	OP752115.1	MPXV_USA_2022_OR0004	2022-07-XX	North America	USA	Oregon		Homo sapiens	2022-11-01	SRR22110854	Gigante et al		Gigante,C.M.,Cogswell,K.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Grenz,L.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378870	41	608	0	good	good	good	good	good		FALSE
OP752114	OP752114.1	MPXV_USA_2022_OR0003	2022-06-XX	North America	USA	Oregon		Homo sapiens	2022-11-01	SRR22110860	Gigante et al		Gigante,C.M.,Cogswell,K.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Grenz,L.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.1	0.9997920987378870	41	606	0	good	good	good	good	good		FALSE
OP752113	OP752113.1	MPXV_USA_2022_NY0035	2022-07-XX	North America	USA	New York		Homo sapiens	2022-11-01	SRR22110850	Gigante et al		Gigante,C.M.,Ruiz,V.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Wang,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.11	0.9997920987378870	41	612	0	good	good	good	good	good		FALSE
OP752112	OP752112.1	MPXV_USA_2022_NY0034	2022-07-XX	North America	USA	New York		Homo sapiens	2022-11-01	SRR22110848	Gigante et al		Gigante,C.M.,Ruiz,V.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Wang,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.2	0.9997920987378870	41	608	0	good	good	good	good	good		FALSE
OP752111	OP752111.1	MPXV_USA_2022_NY0033	2022-08-XX	North America	USA	New York		Homo sapiens	2022-11-01	SRR22110845	Gigante et al		Gigante,C.M.,Ruiz,V.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Wang,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378870	41	610	0	good	good	good	good	good		FALSE
OP752110	OP752110.1	MPXV_USA_2022_NY0032	2022-07-XX	North America	USA	New York		Homo sapiens	2022-11-01	SRR22110863	Gigante et al		Gigante,C.M.,Ruiz,V.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Wang,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378870	41	606	0	good	good	good	good	good		FALSE
OP752109	OP752109.1	MPXV_USA_2022_NM0002	2022-07-XX	North America	USA	New Mexico		Homo sapiens	2022-11-01	SRR22110849	Gigante et al		Gigante,C.M.,Fisher,S.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Siebert,M.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997819572129060	41	606	2	good	good	good	good	good		FALSE
OP752108	OP752108.1	MPXV_USA_2022_NM0001	2022-07-XX	North America	USA	New Mexico		Homo sapiens	2022-11-01	SRR22110847	Gigante et al		Gigante,C.M.,Fisher,S.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Siebert,M.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.1	0.9997413911129820	41	606	0	good	good	good	good	good		FALSE
OP752107	OP752107.1	MPXV_USA_2022_GA0018	2022-07-XX	North America	USA	Georgia		Homo sapiens	2022-11-01	SRR22110841	Gigante et al		Gigante,C.M.,Pavlick,J.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Parrott,T.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.2	0.9998377356003020	32	609	0	good	good	good	good	good		FALSE
OP752106	OP752106.1	MPXV_USA_2022_FL0025	2022-07-XX	North America	USA	Florida		Homo sapiens	2022-11-01	SRR22110852	Gigante et al		Gigante,C.M.,Lee,P.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Stanek,D.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.4	0.9997819572129060	43	613	0	good	good	good	good	good		FALSE
OP752105	OP752105.1	MPXV_USA_2022_CA0038	2022-07-XX	North America	USA	California		Homo sapiens	2022-11-01	SRR22110851	Gigante et al		Gigante,C.M.,Ventura,J.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Nash,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378870	41	606	0	good	good	good	good	good	OPG025:288-631	FALSE
OP752104	OP752104.1	MPXV_USA_2022_AZ0006	2022-08-XX	North America	USA	Arizona		Homo sapiens	2022-11-01	SRR22110846	Gigante et al		Gigante,C.M.,Francis,D.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Escobar,J.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378870	41	611	0	good	good	good	good	good		FALSE
OP752103	OP752103.1	MPXV_USA_2022_AR0002	2022-08-XX	North America	USA	Arkansas		Homo sapiens	2022-11-01	SRR22110844	Gigante et al		Gigante,C.M.,Vang,K.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Seely,K.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.2	0.9997819572129060	43	610	0	good	good	good	good	good		FALSE
OP751216	OP751216.1	B1118402	2022-09-07	North America	USA	Delaware		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1.2	0.9233706372427220	13555	556	1	mediocre	good	good	good	good		FALSE
OP751215	OP751215.1	B1118394	2022-09-04	North America	USA	Delaware		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1	0.9738399363112230	3578	590	0	good	good	good	good	good		FALSE
OP751214	OP751214.1	B1118395	2022-09-03	North America	USA	Delaware		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1	0.9813345232722640	2123	591	0	good	good	good	good	good		FALSE
OP751213	OP751213.1	B1118385	2022-08-30	North America	USA	Delaware		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1	0.9212104924217460	13981	564	0	mediocre	good	good	good	good		FALSE
OP751212	OP751212.1	B1118383	2022-08-30	North America	USA	Delaware		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1	0.9593274140632530	6463	584	0	good	good	good	good	good		FALSE
OP751211	OP751211.1	B1118346	2022-08-15	North America	USA	Maryland		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1.4	0.5820170479034930	80874	381	0	bad	good	good	good	good	OPG198:64-283	FALSE
OP751210	OP751210.1	B969963RERE	2022-07-17	North America	USA	Virginia		Homo sapiens	2022-11-01		Bajwa et al		Bajwa,M.I.,Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	IIb	hMPXV-1	B.1	0.9233300711427980	13558	564	0	mediocre	good	good	good	good		FALSE
OP748969	OP748969.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00283/2022	2022-10-19	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9900917300934540	567	601	1	good	good	good	good	good		FALSE
OP748968	OP748968.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00282/2022	2022-10-13	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9804775644113610	3060	596	0	good	good	good	good	good		FALSE
OP748967	OP748967.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00281/2022	2022-10-18	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9681708238467820	4720	594	1	good	good	good	good	good		FALSE
OP748966	OP748966.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022	2022-10-17	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.3	0.9834033943684110	1725	597	0	good	good	good	good	good		FALSE
OP748965	OP748965.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00279/2022	2022-10-20	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9766643510184630	3054	592	0	good	good	good	good	good		FALSE
OP748964	OP748964.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00278/2022	2022-10-20	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.975381448108352	3307	592	0	good	good	good	good	good		FALSE
OP748963	OP748963.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00277/2022	2022-10-13	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9212054216592550	13990	557	1	mediocre	good	good	good	good		FALSE
OP748962	OP748962.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00276/2022	2022-07-17	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9862987997505190	1154	597	0	good	good	good	good	good	OPG023:386-661	FALSE
OP748961	OP748961.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00275/2022	2022-07-17	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9764006713689540	3106	596	0	good	good	good	good	good	OPG023:386-661	FALSE
OP748960	OP748960.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00274/2022	2022-07-20	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.13	0.9742963049353730	3521	596	0	good	good	good	good	good		FALSE
OP748959	OP748959.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00273/2022	2022-07-14	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.8324721488370210	32309	519	0	bad	good	good	good	good		FALSE
OP748958	OP748958.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00272/2022	2022-07-18	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.18	0.9772018518424620	2948	593	0	good	good	good	good	good		FALSE
OP748957	OP748957.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00271/2022	2022-07-14	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9675927569228590	4839	583	4	good	good	good	good	good		FALSE
OP748956	OP748956.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00270/2022	2022-07-20	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.13	0.9747222489845800	3434	592	0	good	good	good	good	good		FALSE
OP748955	OP748955.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00269/2022	2022-07-18	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9858018650264440	1252	597	0	good	good	good	good	good	OPG044:146-150	FALSE
OP748954	OP748954.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00268/2022	2022-09-30	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.4	0.9902692067806240	758	607	0	good	good	good	good	good		FALSE
OP748953	OP748953.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00267/2022	2022-09-30	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.4	0.9827796905820730	2262	603	0	good	good	good	good	good		FALSE
OP748952	OP748952.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00266/2022	2022-09-14	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9631862643185660	5720	584	0	good	good	good	good	good		FALSE
OP748951	OP748951.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00265/2022	2022-09-07	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.9753915896333330	4091	599	0	good	good	good	good	good		FALSE
OP748950	OP748950.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022	2022-09-07	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9728460668630740	4665	601	0	good	good	good	good	good	OPG210:794-1881	FALSE
OP748949	OP748949.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00263/2022	2022-09-30	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.3	0.9710104508414930	4978	592	0	good	good	good	good	good		FALSE
OP748948	OP748948.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00262/2022	2022-09-21	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9802848754367190	2811	597	1	good	good	good	good	good		FALSE
OP748947	OP748947.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00261/2022	2022-09-23	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9878707361225910	1352	595	0	good	good	good	good	good	OPG023:574-661	FALSE
OP748946	OP748946.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00260/2022	2022-10-17	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9730336850752250	4626	595	0	good	good	good	good	good		FALSE
OP748945	OP748945.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00259/2022	2022-10-13	North America	USA	Los Angeles		Homo sapiens	2022-11-01		Hemarajata et al		Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9874143674984410	928	599	1	good	good	good	good	good		FALSE
OP747062	OP747062.1	MpxV/human/USA/WA-UW-106624/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102848	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999847877125280	3	608	0	good	good	good	good	good		FALSE
OP747061	OP747061.1	MpxV/human/USA/Unknown-UW-093679/2022	2022-09-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22102847	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.2	1	0	608	0	good	good	good	good	good		FALSE
OP747060	OP747060.1	MpxV/human/USA/WA-UW-104793/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102839	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	1	0	614	0	good	good	good	good	good		FALSE
OP747059	OP747059.1	MpxV/human/USA/Unknown-UW-109319/2022	2022-10-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22102840	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999797169500380	4	609	0	good	good	good	good	good		FALSE
OP747058	OP747058.1	MpxV/human/USA/WA-UW-109000/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102841	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.11	1	0	612	0	good	good	good	good	good		FALSE
OP747057	OP747057.1	MpxV/human/USA/WA-UW-091890/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102843	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999898584750190	1	607	1	good	good	good	good	good		FALSE
OP747056	OP747056.1	MpxV/human/USA/WA-UW-095653/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102844	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999847877125280	2	608	1	good	good	good	good	good		FALSE
OP747055	OP747055.1	MpxV/human/USA/WA-UW-095970/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102845	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.11	1	0	610	0	good	good	good	good	good		FALSE
OP747054	OP747054.1	MpxV/human/USA/WA-UW-094434/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102846	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	1	0	605	0	good	good	good	good	good		FALSE
OP747053	OP747053.1	MpxV/human/USA/WA-UW-097661/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102849	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999949292375090	0	605	1	good	good	good	good	good		FALSE
OP747052	OP747052.1	MpxV/human/USA/WA-UW-096615/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102850	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.11	1	0	611	0	good	good	good	good	good		FALSE
OP747051	OP747051.1	MpxV/human/USA/WA-UW-085359/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102842	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.1	1	0	608	0	good	good	good	good	good		FALSE
OP744000	OP744000.1	MpxV/human/USA/Unknown-UW-101667/2022	2022-10-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22094392	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999137970376610	17	609	0	good	good	good	good	good		FALSE
OP743999	OP743999.1	MpxV/human/USA/WA-UW-108943/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22094393	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.2	1	0	608	0	good	good	good	good	good		FALSE
OP743998	OP743998.1	MpxV/human/USA/Unknown-UW-102378/2022	2022-10-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22094394	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	1	0	609	0	good	good	good	good	good		FALSE
OP743997	OP743997.1	MpxV/human/USA/Unknown-UW-105322/2022	2022-10-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22094395	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1	0.9999949292375090	1	608	0	good	good	good	good	good		FALSE
OP743996	OP743996.1	MpxV/human/USA/WA-UW-108647/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22094396	Sereewit et al		Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.2	1	0	608	0	good	good	good	good	good		FALSE
